'Time','VidTime','Raw Value','Blink','Mark'
2019/10/22 10:46:08.363,07:00:00.363,73,0,0
2019/10/22 10:46:08.365,07:00:00.365,61,0,0
2019/10/22 10:46:08.367,07:00:00.367,59,0,0
2019/10/22 10:46:08.369,07:00:00.369,64,0,0
2019/10/22 10:46:08.371,07:00:00.371,37,0,0
2019/10/22 10:46:08.373,07:00:00.373,10,0,0
2019/10/22 10:46:08.375,07:00:00.375,16,0,0
2019/10/22 10:46:08.376,07:00:00.376,36,0,0
2019/10/22 10:46:08.378,07:00:00.378,59,0,0
2019/10/22 10:46:08.380,07:00:00.380,61,0,0
2019/10/22 10:46:08.382,07:00:00.382,48,0,0
2019/10/22 10:46:08.384,07:00:00.384,27,0,0
2019/10/22 10:46:08.386,07:00:00.386,23,0,0
2019/10/22 10:46:08.388,07:00:00.388,41,0,0
2019/10/22 10:46:08.390,07:00:00.390,25,0,0
2019/10/22 10:46:08.392,07:00:00.392,-5,0,0
2019/10/22 10:46:08.394,07:00:00.394,10,0,0
2019/10/22 10:46:08.396,07:00:00.396,73,0,0
2019/10/22 10:46:08.398,07:00:00.398,101,0,0
2019/10/22 10:46:08.400,07:00:00.400,64,0,0
2019/10/22 10:46:08.402,07:00:00.402,19,0,0
2019/10/22 10:46:08.404,07:00:00.404,13,0,0
2019/10/22 10:46:08.406,07:00:00.406,45,0,0
2019/10/22 10:46:08.408,07:00:00.408,83,0,0
2019/10/22 10:46:08.410,07:00:00.410,85,0,0
2019/10/22 10:46:08.412,07:00:00.412,60,0,0
2019/10/22 10:46:08.414,07:00:00.414,37,0,0
2019/10/22 10:46:08.416,07:00:00.416,28,0,0
2019/10/22 10:46:08.417,07:00:00.417,39,0,0
2019/10/22 10:46:08.419,07:00:00.419,39,0,0
2019/10/22 10:46:08.421,07:00:00.421,27,0,0
2019/10/22 10:46:08.423,07:00:00.423,29,0,0
2019/10/22 10:46:08.425,07:00:00.425,41,0,0
2019/10/22 10:46:08.427,07:00:00.427,35,0,0
2019/10/22 10:46:08.429,07:00:00.429,27,0,0
2019/10/22 10:46:08.431,07:00:00.431,25,0,0
2019/10/22 10:46:08.433,07:00:00.433,23,0,0
2019/10/22 10:46:08.435,07:00:00.435,34,0,0
2019/10/22 10:46:08.437,07:00:00.437,66,0,0
2019/10/22 10:46:08.439,07:00:00.439,85,0,0
2019/10/22 10:46:08.441,07:00:00.441,74,0,0
2019/10/22 10:46:08.443,07:00:00.443,72,0,0
2019/10/22 10:46:08.445,07:00:00.445,84,0,0
2019/10/22 10:46:08.447,07:00:00.447,100,0,0
2019/10/22 10:46:08.449,07:00:00.449,123,0,0
2019/10/22 10:46:08.451,07:00:00.451,122,0,0
2019/10/22 10:46:08.453,07:00:00.453,85,0,0
2019/10/22 10:46:08.455,07:00:00.455,56,0,0
2019/10/22 10:46:08.457,07:00:00.457,59,0,0
2019/10/22 10:46:08.458,07:00:00.458,65,0,0
2019/10/22 10:46:08.460,07:00:00.460,41,0,0
2019/10/22 10:46:08.462,07:00:00.462,20,0,0
2019/10/22 10:46:08.464,07:00:00.464,19,0,0
2019/10/22 10:46:08.466,07:00:00.466,25,0,0
2019/10/22 10:46:08.468,07:00:00.468,32,0,0
2019/10/22 10:46:08.470,07:00:00.470,21,0,0
2019/10/22 10:46:08.472,07:00:00.472,10,0,0
2019/10/22 10:46:08.474,07:00:00.474,4,0,0
2019/10/22 10:46:08.476,07:00:00.476,9,0,0
2019/10/22 10:46:08.478,07:00:00.478,28,0,0
2019/10/22 10:46:08.480,07:00:00.480,22,0,0
2019/10/22 10:46:08.482,07:00:00.482,-1,0,0
2019/10/22 10:46:08.484,07:00:00.484,-12,0,0
2019/10/22 10:46:08.486,07:00:00.486,9,0,0
2019/10/22 10:46:08.488,07:00:00.488,35,0,0
2019/10/22 10:46:08.490,07:00:00.490,8,0,0
2019/10/22 10:46:08.492,07:00:00.492,-35,0,0
2019/10/22 10:46:08.494,07:00:00.494,-41,0,0
2019/10/22 10:46:08.496,07:00:00.496,-10,0,0
2019/10/22 10:46:08.498,07:00:00.498,34,0,0
2019/10/22 10:46:08.500,07:00:00.500,56,0,0
2019/10/22 10:46:08.501,07:00:00.501,42,0,0
2019/10/22 10:46:08.503,07:00:00.503,21,0,0
2019/10/22 10:46:08.505,07:00:00.505,25,0,0
2019/10/22 10:46:08.507,07:00:00.507,45,0,0
2019/10/22 10:46:08.509,07:00:00.509,59,0,0
2019/10/22 10:46:08.511,07:00:00.511,49,0,0
2019/10/22 10:46:08.513,07:00:00.513,34,0,0
2019/10/22 10:46:08.515,07:00:00.515,34,0,0
2019/10/22 10:46:08.517,07:00:00.517,48,0,0
2019/10/22 10:46:08.519,07:00:00.519,52,0,0
2019/10/22 10:46:08.521,07:00:00.521,34,0,0
2019/10/22 10:46:08.523,07:00:00.523,13,0,0
2019/10/22 10:46:08.525,07:00:00.525,18,0,0
2019/10/22 10:46:08.527,07:00:00.527,41,0,0
2019/10/22 10:46:08.529,07:00:00.529,44,0,0
2019/10/22 10:46:08.531,07:00:00.531,-7,0,0
2019/10/22 10:46:08.533,07:00:00.533,-69,0,0
2019/10/22 10:46:08.535,07:00:00.535,-70,0,0
2019/10/22 10:46:08.537,07:00:00.537,-29,0,0
2019/10/22 10:46:08.539,07:00:00.539,5,0,0
2019/10/22 10:46:08.541,07:00:00.541,21,0,0
2019/10/22 10:46:08.542,07:00:00.542,12,0,0
2019/10/22 10:46:08.544,07:00:00.544,21,0,0
2019/10/22 10:46:08.546,07:00:00.546,53,0,0
2019/10/22 10:46:08.548,07:00:00.548,70,0,0
2019/10/22 10:46:08.550,07:00:00.550,53,0,0
2019/10/22 10:46:08.552,07:00:00.552,35,0,0
2019/10/22 10:46:08.554,07:00:00.554,40,0,0
2019/10/22 10:46:08.556,07:00:00.556,66,0,0
2019/10/22 10:46:08.558,07:00:00.558,87,0,0
2019/10/22 10:46:08.560,07:00:00.560,81,0,0
2019/10/22 10:46:08.562,07:00:00.562,55,0,0
2019/10/22 10:46:08.564,07:00:00.564,50,0,0
2019/10/22 10:46:08.566,07:00:00.566,70,0,0
2019/10/22 10:46:08.568,07:00:00.568,102,0,0
2019/10/22 10:46:08.570,07:00:00.570,-122,0,0
2019/10/22 10:46:08.572,07:00:00.572,-124,0,0
2019/10/22 10:46:08.574,07:00:00.574,112,0,0
2019/10/22 10:46:08.576,07:00:00.576,90,0,0
2019/10/22 10:46:08.578,07:00:00.578,60,0,0
2019/10/22 10:46:08.580,07:00:00.580,28,0,0
2019/10/22 10:46:08.582,07:00:00.582,12,0,0
2019/10/22 10:46:08.583,07:00:00.583,20,0,0
2019/10/22 10:46:08.585,07:00:00.585,37,0,0
2019/10/22 10:46:08.587,07:00:00.587,58,0,0
2019/10/22 10:46:08.589,07:00:00.589,66,0,0
2019/10/22 10:46:08.591,07:00:00.591,35,0,0
2019/10/22 10:46:08.593,07:00:00.593,0,0,0
2019/10/22 10:46:08.595,07:00:00.595,5,0,0
2019/10/22 10:46:08.597,07:00:00.597,52,0,0
2019/10/22 10:46:08.599,07:00:00.599,82,0,0
2019/10/22 10:46:08.601,07:00:00.601,72,0,0
2019/10/22 10:46:08.603,07:00:00.603,50,0,0
2019/10/22 10:46:08.605,07:00:00.605,25,0,0
2019/10/22 10:46:08.607,07:00:00.607,21,0,0
2019/10/22 10:46:08.609,07:00:00.609,25,0,0
2019/10/22 10:46:08.611,07:00:00.611,26,0,0
2019/10/22 10:46:08.613,07:00:00.613,25,0,0
2019/10/22 10:46:08.615,07:00:00.615,16,0,0
2019/10/22 10:46:08.617,07:00:00.617,37,0,0
2019/10/22 10:46:08.619,07:00:00.619,83,0,0
2019/10/22 10:46:08.621,07:00:00.621,86,0,0
2019/10/22 10:46:08.623,07:00:00.623,54,0,0
2019/10/22 10:46:08.625,07:00:00.625,41,0,0
2019/10/22 10:46:08.626,07:00:00.626,68,0,0
2019/10/22 10:46:08.628,07:00:00.628,99,0,0
2019/10/22 10:46:08.630,07:00:00.630,91,0,0
2019/10/22 10:46:08.632,07:00:00.632,68,0,0
2019/10/22 10:46:08.634,07:00:00.634,43,0,0
2019/10/22 10:46:08.636,07:00:00.636,29,0,0
2019/10/22 10:46:08.638,07:00:00.638,25,0,0
2019/10/22 10:46:08.640,07:00:00.640,11,0,0
2019/10/22 10:46:08.642,07:00:00.642,-7,0,0
2019/10/22 10:46:08.644,07:00:00.644,-9,0,0
2019/10/22 10:46:08.646,07:00:00.646,16,0,0
2019/10/22 10:46:08.648,07:00:00.648,42,0,0
2019/10/22 10:46:08.650,07:00:00.650,37,0,0
2019/10/22 10:46:08.652,07:00:00.652,0,0,0
2019/10/22 10:46:08.654,07:00:00.654,-13,0,0
2019/10/22 10:46:08.656,07:00:00.656,19,0,0
2019/10/22 10:46:08.658,07:00:00.658,50,0,0
2019/10/22 10:46:08.660,07:00:00.660,12,0,0
2019/10/22 10:46:08.662,07:00:00.662,-50,0,0
2019/10/22 10:46:08.664,07:00:00.664,-71,0,0
2019/10/22 10:46:08.666,07:00:00.666,-50,0,0
2019/10/22 10:46:08.667,07:00:00.667,-25,0,0
2019/10/22 10:46:08.669,07:00:00.669,-23,0,0
2019/10/22 10:46:08.671,07:00:00.671,-12,0,0
2019/10/22 10:46:08.673,07:00:00.673,12,0,0
2019/10/22 10:46:08.675,07:00:00.675,39,0,0
2019/10/22 10:46:08.677,07:00:00.677,42,0,0
2019/10/22 10:46:08.679,07:00:00.679,7,0,0
2019/10/22 10:46:08.681,07:00:00.681,-24,0,0
2019/10/22 10:46:08.683,07:00:00.683,-21,0,0
2019/10/22 10:46:08.685,07:00:00.685,5,0,0
2019/10/22 10:46:08.687,07:00:00.687,33,0,0
2019/10/22 10:46:08.689,07:00:00.689,41,0,0
2019/10/22 10:46:08.691,07:00:00.691,26,0,0
2019/10/22 10:46:08.693,07:00:00.693,11,0,0
2019/10/22 10:46:08.695,07:00:00.695,16,0,0
2019/10/22 10:46:08.697,07:00:00.697,41,0,0
2019/10/22 10:46:08.699,07:00:00.699,59,0,0
2019/10/22 10:46:08.701,07:00:00.701,53,0,0
2019/10/22 10:46:08.703,07:00:00.703,43,0,0
2019/10/22 10:46:08.705,07:00:00.705,40,0,0
2019/10/22 10:46:08.707,07:00:00.707,50,0,0
2019/10/22 10:46:08.708,07:00:00.708,49,0,0
2019/10/22 10:46:08.710,07:00:00.710,21,0,0
2019/10/22 10:46:08.712,07:00:00.712,-13,0,0
2019/10/22 10:46:08.714,07:00:00.714,-33,0,0
2019/10/22 10:46:08.716,07:00:00.716,4,0,0
2019/10/22 10:46:08.718,07:00:00.718,44,0,0
2019/10/22 10:46:08.720,07:00:00.720,35,0,0
2019/10/22 10:46:08.722,07:00:00.722,9,0,0
2019/10/22 10:46:08.724,07:00:00.724,-7,0,0
2019/10/22 10:46:08.726,07:00:00.726,-21,0,0
2019/10/22 10:46:08.728,07:00:00.728,-17,0,0
2019/10/22 10:46:08.730,07:00:00.730,-6,0,0
2019/10/22 10:46:08.732,07:00:00.732,2,0,0
2019/10/22 10:46:08.734,07:00:00.734,4,0,0
2019/10/22 10:46:08.736,07:00:00.736,8,0,0
2019/10/22 10:46:08.738,07:00:00.738,27,0,0
2019/10/22 10:46:08.740,07:00:00.740,28,0,0
2019/10/22 10:46:08.742,07:00:00.742,19,0,0
2019/10/22 10:46:08.744,07:00:00.744,19,0,0
2019/10/22 10:46:08.746,07:00:00.746,40,0,0
2019/10/22 10:46:08.748,07:00:00.748,67,0,0
2019/10/22 10:46:08.750,07:00:00.750,43,0,0
2019/10/22 10:46:08.751,07:00:00.751,-3,0,0
2019/10/22 10:46:08.753,07:00:00.753,-25,0,0
2019/10/22 10:46:08.755,07:00:00.755,-4,0,0
2019/10/22 10:46:08.757,07:00:00.757,32,0,0
2019/10/22 10:46:08.759,07:00:00.759,39,0,0
2019/10/22 10:46:08.761,07:00:00.761,22,0,0
2019/10/22 10:46:08.763,07:00:00.763,10,0,0
2019/10/22 10:46:08.765,07:00:00.765,13,0,0
2019/10/22 10:46:08.767,07:00:00.767,39,0,0
2019/10/22 10:46:08.769,07:00:00.769,68,0,0
2019/10/22 10:46:08.771,07:00:00.771,70,0,0
2019/10/22 10:46:08.773,07:00:00.773,55,0,0
2019/10/22 10:46:08.775,07:00:00.775,45,0,0
2019/10/22 10:46:08.777,07:00:00.777,50,0,0
2019/10/22 10:46:08.779,07:00:00.779,64,0,0
2019/10/22 10:46:08.781,07:00:00.781,41,0,0
2019/10/22 10:46:08.783,07:00:00.783,16,0,0
2019/10/22 10:46:08.785,07:00:00.785,22,0,0
2019/10/22 10:46:08.787,07:00:00.787,57,0,0
2019/10/22 10:46:08.789,07:00:00.789,71,0,0
2019/10/22 10:46:08.791,07:00:00.791,54,0,0
2019/10/22 10:46:08.792,07:00:00.792,39,0,0
2019/10/22 10:46:08.794,07:00:00.794,43,0,0
2019/10/22 10:46:08.796,07:00:00.796,67,0,0
2019/10/22 10:46:08.798,07:00:00.798,92,0,0
2019/10/22 10:46:08.800,07:00:00.800,84,0,0
2019/10/22 10:46:08.802,07:00:00.802,44,0,0
2019/10/22 10:46:08.804,07:00:00.804,19,0,0
2019/10/22 10:46:08.806,07:00:00.806,21,0,0
2019/10/22 10:46:08.808,07:00:00.808,23,0,0
2019/10/22 10:46:08.810,07:00:00.810,-10,0,0
2019/10/22 10:46:08.812,07:00:00.812,-35,0,0
2019/10/22 10:46:08.814,07:00:00.814,-14,0,0
2019/10/22 10:46:08.816,07:00:00.816,35,0,0
2019/10/22 10:46:08.818,07:00:00.818,73,0,0
2019/10/22 10:46:08.820,07:00:00.820,73,0,0
2019/10/22 10:46:08.822,07:00:00.822,43,0,0
2019/10/22 10:46:08.824,07:00:00.824,41,0,0
2019/10/22 10:46:08.826,07:00:00.826,86,0,0
2019/10/22 10:46:08.828,07:00:00.828,-118,0,0
2019/10/22 10:46:08.830,07:00:00.830,-101,0,0
2019/10/22 10:46:08.832,07:00:00.832,-128,0,0
2019/10/22 10:46:08.833,07:00:00.833,75,0,0
2019/10/22 10:46:08.835,07:00:00.835,44,0,0
2019/10/22 10:46:08.837,07:00:00.837,34,0,0
2019/10/22 10:46:08.839,07:00:00.839,19,0,0
2019/10/22 10:46:08.841,07:00:00.841,-7,0,0
2019/10/22 10:46:08.843,07:00:00.843,-20,0,0
2019/10/22 10:46:08.845,07:00:00.845,-4,0,0
2019/10/22 10:46:08.847,07:00:00.847,29,0,0
2019/10/22 10:46:08.849,07:00:00.849,51,0,0
2019/10/22 10:46:08.851,07:00:00.851,39,0,0
2019/10/22 10:46:08.853,07:00:00.853,22,0,0
2019/10/22 10:46:08.855,07:00:00.855,22,0,0
2019/10/22 10:46:08.857,07:00:00.857,35,0,0
2019/10/22 10:46:08.859,07:00:00.859,37,0,0
2019/10/22 10:46:08.861,07:00:00.861,17,0,0
2019/10/22 10:46:08.863,07:00:00.863,-4,0,0
2019/10/22 10:46:08.865,07:00:00.865,-7,0,0
2019/10/22 10:46:08.867,07:00:00.867,21,0,0
2019/10/22 10:46:08.869,07:00:00.869,71,0,0
2019/10/22 10:46:08.871,07:00:00.871,76,0,0
2019/10/22 10:46:08.873,07:00:00.873,52,0,0
2019/10/22 10:46:08.875,07:00:00.875,55,0,0
2019/10/22 10:46:08.876,07:00:00.876,81,0,0
2019/10/22 10:46:08.878,07:00:00.878,97,0,0
2019/10/22 10:46:08.880,07:00:00.880,88,0,0
2019/10/22 10:46:08.882,07:00:00.882,84,0,0
2019/10/22 10:46:08.884,07:00:00.884,99,0,0
2019/10/22 10:46:08.886,07:00:00.886,112,0,0
2019/10/22 10:46:08.888,07:00:00.888,113,0,0
2019/10/22 10:46:08.890,07:00:00.890,83,0,0
2019/10/22 10:46:08.892,07:00:00.892,53,0,0
2019/10/22 10:46:08.894,07:00:00.894,53,0,0
2019/10/22 10:46:08.896,07:00:00.896,68,0,0
2019/10/22 10:46:08.898,07:00:00.898,82,0,0
2019/10/22 10:46:08.900,07:00:00.900,73,0,0
2019/10/22 10:46:08.902,07:00:00.902,55,0,0
2019/10/22 10:46:08.904,07:00:00.904,27,0,0
2019/10/22 10:46:08.906,07:00:00.906,16,0,0
2019/10/22 10:46:08.908,07:00:00.908,45,0,0
2019/10/22 10:46:08.910,07:00:00.910,58,0,0
2019/10/22 10:46:08.912,07:00:00.912,33,0,0
2019/10/22 10:46:08.914,07:00:00.914,32,0,0
2019/10/22 10:46:08.916,07:00:00.916,58,0,0
2019/10/22 10:46:08.917,07:00:00.917,83,0,0
2019/10/22 10:46:08.919,07:00:00.919,73,0,0
2019/10/22 10:46:08.921,07:00:00.921,35,0,0
2019/10/22 10:46:08.923,07:00:00.923,12,0,0
2019/10/22 10:46:08.925,07:00:00.925,27,0,0
2019/10/22 10:46:08.927,07:00:00.927,60,0,0
2019/10/22 10:46:08.929,07:00:00.929,60,0,0
2019/10/22 10:46:08.931,07:00:00.931,24,0,0
2019/10/22 10:46:08.933,07:00:00.933,-5,0,0
2019/10/22 10:46:08.935,07:00:00.935,-12,0,0
2019/10/22 10:46:08.937,07:00:00.937,-4,0,0
2019/10/22 10:46:08.939,07:00:00.939,2,0,0
2019/10/22 10:46:08.941,07:00:00.941,-4,0,0
2019/10/22 10:46:08.943,07:00:00.943,-8,0,0
2019/10/22 10:46:08.945,07:00:00.945,-20,0,0
2019/10/22 10:46:08.947,07:00:00.947,-26,0,0
2019/10/22 10:46:08.949,07:00:00.949,-26,0,0
2019/10/22 10:46:08.951,07:00:00.951,-29,0,0
2019/10/22 10:46:08.953,07:00:00.953,-38,0,0
2019/10/22 10:46:08.955,07:00:00.955,-34,0,0
2019/10/22 10:46:08.957,07:00:00.957,-10,0,0
2019/10/22 10:46:08.958,07:00:00.958,-3,0,0
2019/10/22 10:46:08.960,07:00:00.960,-26,0,0
2019/10/22 10:46:08.962,07:00:00.962,-43,0,0
2019/10/22 10:46:08.964,07:00:00.964,-30,0,0
2019/10/22 10:46:08.966,07:00:00.966,1,0,0
2019/10/22 10:46:08.968,07:00:00.968,10,0,0
2019/10/22 10:46:08.970,07:00:00.970,-1,0,0
2019/10/22 10:46:08.972,07:00:00.972,6,0,0
2019/10/22 10:46:08.974,07:00:00.974,37,0,0
2019/10/22 10:46:08.976,07:00:00.976,72,0,0
2019/10/22 10:46:08.978,07:00:00.978,88,0,0
2019/10/22 10:46:08.980,07:00:00.980,76,0,0
2019/10/22 10:46:08.982,07:00:00.982,71,0,0
2019/10/22 10:46:08.984,07:00:00.984,87,0,0
2019/10/22 10:46:08.986,07:00:00.986,115,0,0
2019/10/22 10:46:08.988,07:00:00.988,116,0,0
2019/10/22 10:46:08.990,07:00:00.990,75,0,0
2019/10/22 10:46:08.992,07:00:00.992,36,0,0
2019/10/22 10:46:08.994,07:00:00.994,26,0,0
2019/10/22 10:46:08.996,07:00:00.996,45,0,0
2019/10/22 10:46:08.998,07:00:00.998,68,0,0
2019/10/22 10:46:09.000,07:00:01.000,67,0,0
2019/10/22 10:46:09.000,07:00:00.000,88,0,0
2019/10/22 10:46:09.001,07:00:00.001,76,0,0
2019/10/22 10:46:09.003,07:00:00.003,71,0,0
2019/10/22 10:46:09.005,07:00:00.005,87,0,0
2019/10/22 10:46:09.007,07:00:00.007,115,0,0
2019/10/22 10:46:09.009,07:00:00.009,116,0,0
2019/10/22 10:46:09.011,07:00:00.011,75,0,0
2019/10/22 10:46:09.013,07:00:00.013,36,0,0
2019/10/22 10:46:09.015,07:00:00.015,26,0,0
2019/10/22 10:46:09.017,07:00:00.017,45,0,0
2019/10/22 10:46:09.019,07:00:00.019,68,0,0
2019/10/22 10:46:09.021,07:00:00.021,67,0,0
2019/10/22 10:46:09.023,07:00:00.023,51,0,0
2019/10/22 10:46:09.025,07:00:00.025,36,0,0
2019/10/22 10:46:09.027,07:00:00.027,33,0,0
2019/10/22 10:46:09.029,07:00:00.029,37,0,0
2019/10/22 10:46:09.031,07:00:00.031,35,0,0
2019/10/22 10:46:09.033,07:00:00.033,27,0,0
2019/10/22 10:46:09.035,07:00:00.035,42,0,0
2019/10/22 10:46:09.037,07:00:00.037,74,0,0
2019/10/22 10:46:09.039,07:00:00.039,89,0,0
2019/10/22 10:46:09.041,07:00:00.041,73,0,0
2019/10/22 10:46:09.042,07:00:00.042,35,0,0
2019/10/22 10:46:09.044,07:00:00.044,18,0,0
2019/10/22 10:46:09.046,07:00:00.046,43,0,0
2019/10/22 10:46:09.048,07:00:00.048,71,0,0
2019/10/22 10:46:09.050,07:00:00.050,73,0,0
2019/10/22 10:46:09.052,07:00:00.052,48,0,0
2019/10/22 10:46:09.054,07:00:00.054,24,0,0
2019/10/22 10:46:09.056,07:00:00.056,11,0,0
2019/10/22 10:46:09.058,07:00:00.058,19,0,0
2019/10/22 10:46:09.060,07:00:00.060,40,0,0
2019/10/22 10:46:09.062,07:00:00.062,44,0,0
2019/10/22 10:46:09.064,07:00:00.064,45,0,0
2019/10/22 10:46:09.066,07:00:00.066,55,0,0
2019/10/22 10:46:09.068,07:00:00.068,66,0,0
2019/10/22 10:46:09.070,07:00:00.070,71,0,0
2019/10/22 10:46:09.072,07:00:00.072,54,0,0
2019/10/22 10:46:09.074,07:00:00.074,27,0,0
2019/10/22 10:46:09.076,07:00:00.076,25,0,0
2019/10/22 10:46:09.078,07:00:00.078,48,0,0
2019/10/22 10:46:09.080,07:00:00.080,70,0,0
2019/10/22 10:46:09.082,07:00:00.082,59,0,0
2019/10/22 10:46:09.083,07:00:00.083,17,0,0
2019/10/22 10:46:09.085,07:00:00.085,-3,0,0
2019/10/22 10:46:09.087,07:00:00.087,19,0,0
2019/10/22 10:46:09.089,07:00:00.089,44,0,0
2019/10/22 10:46:09.091,07:00:00.091,42,0,0
2019/10/22 10:46:09.093,07:00:00.093,24,0,0
2019/10/22 10:46:09.095,07:00:00.095,8,0,0
2019/10/22 10:46:09.097,07:00:00.097,-3,0,0
2019/10/22 10:46:09.099,07:00:00.099,-1,0,0
2019/10/22 10:46:09.101,07:00:00.101,-9,0,0
2019/10/22 10:46:09.103,07:00:00.103,-33,0,0
2019/10/22 10:46:09.105,07:00:00.105,-37,0,0
2019/10/22 10:46:09.107,07:00:00.107,-21,0,0
2019/10/22 10:46:09.109,07:00:00.109,-2,0,0
2019/10/22 10:46:09.111,07:00:00.111,1,0,0
2019/10/22 10:46:09.113,07:00:00.113,-11,0,0
2019/10/22 10:46:09.115,07:00:00.115,-18,0,0
2019/10/22 10:46:09.117,07:00:00.117,-7,0,0
2019/10/22 10:46:09.119,07:00:00.119,12,0,0
2019/10/22 10:46:09.121,07:00:00.121,29,0,0
2019/10/22 10:46:09.123,07:00:00.123,33,0,0
2019/10/22 10:46:09.125,07:00:00.125,26,0,0
2019/10/22 10:46:09.126,07:00:00.126,37,0,0
2019/10/22 10:46:09.128,07:00:00.128,48,0,0
2019/10/22 10:46:09.130,07:00:00.130,41,0,0
2019/10/22 10:46:09.132,07:00:00.132,22,0,0
2019/10/22 10:46:09.134,07:00:00.134,22,0,0
2019/10/22 10:46:09.136,07:00:00.136,38,0,0
2019/10/22 10:46:09.138,07:00:00.138,60,0,0
2019/10/22 10:46:09.140,07:00:00.140,89,0,0
2019/10/22 10:46:09.142,07:00:00.142,97,0,0
2019/10/22 10:46:09.144,07:00:00.144,97,0,0
2019/10/22 10:46:09.146,07:00:00.146,100,0,0
2019/10/22 10:46:09.148,07:00:00.148,89,0,0
2019/10/22 10:46:09.150,07:00:00.150,64,0,0
2019/10/22 10:46:09.152,07:00:00.152,26,0,0
2019/10/22 10:46:09.154,07:00:00.154,7,0,0
2019/10/22 10:46:09.156,07:00:00.156,10,0,0
2019/10/22 10:46:09.158,07:00:00.158,32,0,0
2019/10/22 10:46:09.160,07:00:00.160,39,0,0
2019/10/22 10:46:09.162,07:00:00.162,21,0,0
2019/10/22 10:46:09.164,07:00:00.164,3,0,0
2019/10/22 10:46:09.166,07:00:00.166,5,0,0
2019/10/22 10:46:09.167,07:00:00.167,20,0,0
2019/10/22 10:46:09.169,07:00:00.169,36,0,0
2019/10/22 10:46:09.171,07:00:00.171,34,0,0
2019/10/22 10:46:09.173,07:00:00.173,28,0,0
2019/10/22 10:46:09.175,07:00:00.175,34,0,0
2019/10/22 10:46:09.177,07:00:00.177,50,0,0
2019/10/22 10:46:09.179,07:00:00.179,58,0,0
2019/10/22 10:46:09.181,07:00:00.181,53,0,0
2019/10/22 10:46:09.183,07:00:00.183,50,0,0
2019/10/22 10:46:09.185,07:00:00.185,60,0,0
2019/10/22 10:46:09.187,07:00:00.187,67,0,0
2019/10/22 10:46:09.189,07:00:00.189,39,0,0
2019/10/22 10:46:09.191,07:00:00.191,-4,0,0
2019/10/22 10:46:09.193,07:00:00.193,-14,0,0
2019/10/22 10:46:09.195,07:00:00.195,5,0,0
2019/10/22 10:46:09.197,07:00:00.197,27,0,0
2019/10/22 10:46:09.199,07:00:00.199,39,0,0
2019/10/22 10:46:09.201,07:00:00.201,36,0,0
2019/10/22 10:46:09.203,07:00:00.203,21,0,0
2019/10/22 10:46:09.205,07:00:00.205,17,0,0
2019/10/22 10:46:09.207,07:00:00.207,34,0,0
2019/10/22 10:46:09.208,07:00:00.208,67,0,0
2019/10/22 10:46:09.210,07:00:00.210,82,0,0
2019/10/22 10:46:09.212,07:00:00.212,73,0,0
2019/10/22 10:46:09.214,07:00:00.214,72,0,0
2019/10/22 10:46:09.216,07:00:00.216,82,0,0
2019/10/22 10:46:09.218,07:00:00.218,88,0,0
2019/10/22 10:46:09.220,07:00:00.220,83,0,0
2019/10/22 10:46:09.222,07:00:00.222,69,0,0
2019/10/22 10:46:09.224,07:00:00.224,48,0,0
2019/10/22 10:46:09.226,07:00:00.226,26,0,0
2019/10/22 10:46:09.228,07:00:00.228,19,0,0
2019/10/22 10:46:09.230,07:00:00.230,24,0,0
2019/10/22 10:46:09.232,07:00:00.232,26,0,0
2019/10/22 10:46:09.234,07:00:00.234,23,0,0
2019/10/22 10:46:09.236,07:00:00.236,21,0,0
2019/10/22 10:46:09.238,07:00:00.238,9,0,0
2019/10/22 10:46:09.240,07:00:00.240,6,0,0
2019/10/22 10:46:09.242,07:00:00.242,10,0,0
2019/10/22 10:46:09.244,07:00:00.244,12,0,0
2019/10/22 10:46:09.246,07:00:00.246,21,0,0
2019/10/22 10:46:09.248,07:00:00.248,32,0,0
2019/10/22 10:46:09.250,07:00:00.250,33,0,0
2019/10/22 10:46:09.251,07:00:00.251,6,0,0
2019/10/22 10:46:09.253,07:00:00.253,-9,0,0
2019/10/22 10:46:09.255,07:00:00.255,16,0,0
2019/10/22 10:46:09.257,07:00:00.257,53,0,0
2019/10/22 10:46:09.259,07:00:00.259,61,0,0
2019/10/22 10:46:09.261,07:00:00.261,45,0,0
2019/10/22 10:46:09.263,07:00:00.263,28,0,0
2019/10/22 10:46:09.265,07:00:00.265,32,0,0
2019/10/22 10:46:09.267,07:00:00.267,32,0,0
2019/10/22 10:46:09.269,07:00:00.269,21,0,0
2019/10/22 10:46:09.271,07:00:00.271,25,0,0
2019/10/22 10:46:09.273,07:00:00.273,29,0,0
2019/10/22 10:46:09.275,07:00:00.275,32,0,0
2019/10/22 10:46:09.277,07:00:00.277,37,0,0
2019/10/22 10:46:09.279,07:00:00.279,44,0,0
2019/10/22 10:46:09.281,07:00:00.281,49,0,0
2019/10/22 10:46:09.283,07:00:00.283,33,0,0
2019/10/22 10:46:09.285,07:00:00.285,21,0,0
2019/10/22 10:46:09.287,07:00:00.287,38,0,0
2019/10/22 10:46:09.289,07:00:00.289,64,0,0
2019/10/22 10:46:09.291,07:00:00.291,81,0,0
2019/10/22 10:46:09.292,07:00:00.292,73,0,0
2019/10/22 10:46:09.294,07:00:00.294,54,0,0
